priority,needs_reextract,file,issues,url,source_type
medium,False,academics/course_policy_unknown_mc311mathematicaloptimization_autumn_2025_page_104.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_unknown_principles_of_economics_autumn_2025_page_111.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_unknown_statistical_methods_data_science_autumn_2025_page_136.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_unknown_vlsi_circuits_for_dsp_autumn_2025_page_264.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/directory_v2.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/directory,web
medium,False,academics/leadership/board_of_governors_v2.md,CHUNK_OVERFLOW,https://daiict.ac.in/board-governors,web
medium,False,academics/leadership/deans_office_overview_v2.md,HEADING_MISSING | CHUNK_OVERFLOW,https://daiict.ac.in/deans-office-0,web
medium,False,academics/people_overview_v2.md,CHUNK_OVERFLOW,https://daiict.ac.in/#tab-1,web
medium,False,academics/procurement/tenders_v2.md,HEADING_MISSING | CHUNK_OVERFLOW,https://www.daiict.ac.in/tenders,web
medium,False,academics/programs_of_study/dual_degree_programs/bs_ms_information_technology.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/bs-ms-information-technology,web
medium,False,academics/programs_of_study/postgraduate_programs/mdes_communication_design.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/mdes-communication-design,web
medium,False,academics/programs_of_study/postgraduate_programs/mdes_intelligent_user_experience_design.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/mdes-intelligent-user-experience-design,web
medium,False,academics/programs_of_study/postgraduate_programs/msc_agriculture_analytics.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/msc-agriculture-analytics,web
medium,False,academics/programs_of_study/postgraduate_programs/msc_it.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/msc-it,web
medium,False,academics/programs_of_study/postgraduate_programs/mtech_ict.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/mtech-ict,web
medium,False,academics/programs_of_study/undergraduate_programs/btech_csai.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/btech-csai,web
medium,False,academics/programs_of_study/undergraduate_programs/btech_evd.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/btech-evd,web
medium,False,academics/programs_of_study/undergraduate_programs/btech_honours_ict_minor_computational_science.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/btech-honours-ict-minor-computational-science,web
medium,False,academics/programs_of_study/undergraduate_programs/btech_ict_curriculum_syllabus.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/btech-ict,web
medium,False,academics/programs_of_study/undergraduate_programs/btech_mnc.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/btech-mnc,web
medium,False,academics/programs_of_study/undergraduate_programs/undergraduate_programs.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/programs-of-study,web
medium,False,achievements/chosen_for_award_of_center_of_excellence_by_the_government_of_gujarat.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/chosen-award-center-excellence-government-gujarat,web
medium,False,achievements/global_appreciation_for_dau_alumnus_features_in_prominent_halls_of_fame_worldwide.md,HEADING_MISSING,https://www.daiict.ac.in/news/6726,web
medium,False,achievements/hipc_student_programming_challenge.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/achievements/1053,web
medium,False,achievements/induction_of_our_alum_to_the_board_of_governors_dau.md,HEADING_MISSING,https://www.daiict.ac.in/news/6681,web
medium,False,achievements/jahnvi_trivedi_of_m_des_2021_batch_shines_through_the_firki_ni_dori_film_at_the.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/achievements/6183,web
medium,False,achievements/jahnvi_trivedi_of_m_des_2021_batch_shines_through_the_firki_ni_dori_film_at_the_green_frames_vatavaran_short_film_competition_and_festival.md,HEADING_MISSING,https://www.daiict.ac.in/news/6182,web
medium,False,achievements/naac_grade_accreditation.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/da-iict-achieves-naac-grade-accreditation,web
medium,False,achievements/research_noteworthy_contributions_accomplishments.md,CRLF_ENCODING | HEADING_MISSING | CHUNK_OVERFLOW,https://www.daiict.ac.in/accomplishments,web
medium,False,administration/daiict_ac_in_alumni_data_privacy_policy.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/alumni/data-privacy-policy,web
medium,False,administration/daiict_ac_in_sites_default_files_naac_addendum_final_pdf.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/NAAC-Addendum-final.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_naac_evaluative_report_pdf.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/NAAC-Evaluative-Report.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_180_kw_solar_roof_top_plant_technic.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/180_KW-Solar-Roof-Top-Plant_Technical-Bid.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_6_1_1_vision_mission_strategic_plan.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/6.1.1_Vision-Mission-Strategic-Plan.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_admin_parking_office_arrangement_ci.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/Admin-Parking-Office-Arrangement_Civil_150525.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_admin_parking_office_arrangement_wa.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/Admin-Parking-Office-Arrangement-Washroom-Works_150525.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_alumni_connect_20_vol_1_no_2_jan_ma.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/Alumni_Connect%20_Vol-1_No-2_Jan-Mar_2026.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_alumni_connect_vol_1_no_1_oct_dec_2.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/Alumni-Connect_Vol-1_No-1_Oct-Dec_2025.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_amended_da_iict_act_gazette_june_20.md,CHUNK_OVERFLOW,https://daiict.ac.in/sites/default/files/other-files/Amended_DA-IICT_Act-Gazette_June-2024.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_annexure_2_technical_financial_bid_.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/Annexure_2_Technical-Financial_Bid_Oct25.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_annual_report_2022_23_pdf.md,CHUNK_OVERFLOW,https://daiict.ac.in/sites/default/files/other-files/Annual-Report_2022-23.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_cep_policy_may_2024_pdf.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/CEP_Policy_May-2024.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_coe_certificate_pdf.md,CHUNK_OVERFLOW,https://daiict.ac.in/sites/default/files/other-files/CoE-Certificate.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_coe_notification_28_april_2025_pdf.md,CHUNK_OVERFLOW,https://daiict.ac.in/sites/default/files/other-files/COE_Notification_28-April-2025.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_consultancy_policy_pdf.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/Consultancy-Policy.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_da_iict_vehicle_rules_for_students_.md,CHUNK_OVERFLOW,https://daiict.ac.in/sites/default/files/other-files/DA-IICT_Vehicle_Rules_for_Students.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_daiict_act_2003_pdf.md,CHUNK_OVERFLOW,https://daiict.ac.in/sites/default/files/other-files/DAIICT_Act-2003.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_dau_pg_placement_report_2023_2024_p.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/DAU-PG-Placement-Report-2023-2024.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_dau_policy_against_sexual_harassmen.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/DAU-Policy-against-Sexual-Harassment_2026.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_dau_silver_jubilee_symposium_report.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/DAU-Silver-Jubilee-Symposium_Report_2025.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_dau_ug_placement_report_2023_2024_p.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/DAU-UG-Placement-Report-2023-2024.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_e_governance_policy_pdf.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/E-Governance_Policy.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_environment_and_energy_usage_policy.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/Environment-and-Energy-Usage-Policy.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_intent_for_proposal_ifp_pdf.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/Intent-for-Proposal_IFP.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_list_of_completed_programs_under_th.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/List-of-Completed-Programs-under-the_Continuing-Education-Program_at_DAU_DA-IICT.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_one_time_purchase_open_inquiry_oct2.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/One-Time-Purchase-Open-Inquiry-Oct25.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_piaac_2025_pdf.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/PIAAC-2025.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_public_self_disclosure_2025_pdf.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/Public-Self-Disclosure_2025.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_punishment_for_act_of_indiscipline_.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/Punishment-for-act-of-indiscipline_2024.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_reliance_foundation_abhi_2023_pdf.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/Reliance-Foundation_Abhi_2023.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_s4p_2024_final_20_closure_report_pd.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/S4P-2024_final%20_Closure-Report.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_teaching_assistantship_policy_2025_.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/Teaching_Assistantship_Policy_2025.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_teaching_fellow_policy_pdf.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/Teaching-Fellow-Policy.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_tender_ee2526008_high_performance_c.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/Tender-EE2526008_High-Performance-Computing-R.01_11-12-25.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_tender_for_replacement_of_window_ac.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/Tender-for-replacement-of-Window-AC-with-Split-AC.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_tender_no_ee2526006_annex_3_civil_w.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/Tender-No-EE2526006-Annex-3-Civil-Works_Dining-Washroom-Creche-Facility_26-09-25.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_tender_no_ee2526006_annex_3_electri.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/Tender-No-EE2526006-Annex-3-Electrical_Dining-Washroom-Creche-Room_26-09-25.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_tender_no_ee2526006_annex_4_make_an.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/Tender-No-EE2526006-Annex-4-Make-and-Model_Dining-Washroom-Creche-Room_26-09-25.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_tender_no_ee2526007_annex_3_civil_w.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/Tender-No-EE2526007-Annex-3-Civil-Works_Mess-Washroom_260925.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_tender_no_ee2526007_annex_3_electri.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/Tender-No-EE2526007-Annex-3-Electrical-Works_Mess-Washroom_260925.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_tender_no_ee2526007_annex_4_make_an.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/Tender-No-EE2526007-Annex-4-Make-and-Model-Mess-Washroom_260925.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_tender_tandc_wi_fi_set_up_for_refur.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/Tender_TandC_Wi-Fi_Set-up_for_Refurbishing_of_CEP_Classrooms_220526.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_ugc_notification_change_of_name_dau.md,CHUNK_OVERFLOW,https://daiict.ac.in/sites/default/files/other-files/UGC-Notification-Change-of-name_DAU_2F_25-June-2024.pdf,PDF
medium,False,administration/daiict_ac_in_sites_default_files_other_files_whistle_blowers_policy_pdf.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/Whistle-Blowers-Policy.pdf,PDF
medium,False,administration/daiict_ac_in_table_1_grievance_redressal_authority_students.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/table-1-grievance-redressal-authority-students,web
medium,False,administration/daiict_ac_in_themes_daiict_images_daiict_ar_2014_15_pdf.md,CHUNK_OVERFLOW,https://daiict.ac.in/themes/daiict/images/DAIICT-AR-2014-15.pdf,PDF
medium,False,administration/daiict_ac_in_themes_daiict_images_daiict_ar_2017_18_pdf.md,CHUNK_OVERFLOW,https://daiict.ac.in/themes/daiict/images/DAIICT-AR-2017-18.pdf,PDF
medium,False,administration/daiict_ac_in_themes_daiict_images_ugc_notification_pdf.md,CHUNK_OVERFLOW,https://daiict.ac.in/themes/daiict/images/UGC-Notification.pdf,PDF
medium,False,admissions/dual_degree_admissions/bs_ms_information_technology_admissions.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/bs-ms-information-technology-admissions,web
medium,False,admissions/pg_admissions/mtech_ict_all_india_category.md,HEADING_MISSING | CHUNK_OVERFLOW,https://www.daiict.ac.in/mtech-ict-all-india-category,web
medium,False,admissions/pg_admissions/mtech_ict_gujarat_category.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/mtech-ict-gujarat-category,web
medium,False,admissions/phd_admissions/visvesvaraya_phd_scheme.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/visvesvaraya-phd-scheme,web
medium,False,admissions/scholarships/b_tech_dafs_merit_scholarships_at_da_iict.md,HEADING_MISSING | CHUNK_OVERFLOW,https://www.daiict.ac.in/b-tech-dafs-merit-scholarships-da-iict,web
medium,False,admissions/scholarships/b_tech_scholarships_at_dau.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/btech-merit-and-mcm-scholarships,web
medium,False,admissions/scholarships/bs_ms_scholarships_at_dau.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/bs-ms-scholarships-dau,web
medium,False,admissions/scholarships/dau_scholarships_to_m_sc_agriculture_analytics_students.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/da-iict-scholarships-msc-agriculture-analytics-students,web
medium,False,admissions/scholarships/dau_scholarships_to_m_sc_data_science_students.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/da-iict-scholarships-msc-data-science-students,web
medium,False,admissions/scholarships/jai_jhulelal_scholarships_for_b_tech_students.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/jai-jhulelal-scholarships-btech-students,web
medium,False,admissions/scholarships/m_des_scholarship.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/mdes-scholarship,web
medium,False,admissions/scholarships/m_sc_it_scholarships.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/msc-it-scholarships,web
medium,False,admissions/scholarships/the_satnaam_waheguruji_scholarships_for_b_tech_students.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/satnaam-waheguruji-scholarships-btech-students,web
medium,False,admissions/scholarships/ug_institute_fellowships_at_dau.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/btech-institute-fellowships,web
medium,False,admissions/ug_admissions/undergraduate_admissions_all_india_category.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/undergraduate-admissions-all-india-category,web
medium,False,admissions/ug_admissions/undergraduate_admissions_nri_and_foreign_national_category.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/undergraduate-admissions-nri-and-foreign-national-category,web
medium,False,announcements/daiict_ac_in_sites_default_files_other_files_newsletter_july_december_2020_new_p.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/Newsletter-july-december-2020-new.pdf,PDF
medium,False,announcements/daiict_ac_in_sites_default_files_other_files_newsletter_sixth_volume_oct23_pdf.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/Newsletter_Sixth_Volume_Oct23.pdf,PDF
medium,False,announcements/daiict_ac_in_sites_default_files_other_files_newsletter_vol_3_pdf.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/Newsletter_Vol-3.pdf,PDF
medium,False,announcements/daiict_ac_in_sites_default_files_other_files_newsletter_vol_5_pdf.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/sites/default/files/other-files/Newsletter_Vol-5.pdf,PDF
medium,False,announcements/daiict_ac_in_themes_daiict_images_newsletter_jan_june_2020_pdf.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/themes/daiict/images/Newsletter-jan-june-2020.pdf,PDF
medium,False,announcements/in_loving_memory_of_prof_v_p_sinha.md,HEADING_MISSING | CHUNK_OVERFLOW,https://www.daiict.ac.in/news/6123,web
medium,False,announcements/prof_avinash_dadhich_appointed_founding_director.md,HEADING_MISSING | CHUNK_OVERFLOW,https://www.daiict.ac.in/prof-avinash-dadhich-appointed-founding-director-establish-proposed-school-law,web
medium,False,announcements/university_launches_visual_identity.md,HEADING_MISSING | CHUNK_OVERFLOW,https://daiict.ac.in/dhirubhai-ambani-university-launches-its-visual-identity,web
medium,False,cep/cep.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/cep,web
medium,False,cep/courses_through_cep_aip.md,CHUNK_OVERFLOW,https://www.daiict.ac.in/courses-through-aip-cep,web
medium,False,events/16th_edition_of_the_forum_for_information_retrieval_evaluation_fire_2024.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/events/6535,web
medium,False,events/1st_daaig_workshop_on_modern_llms_and_applications.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/events/6680,web
medium,False,events/a_talk_by_our_alumni_dr_ronak_kosti.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/events/6648,web
medium,False,events/academia_industry_connect_dhirubhai_ambani_university_at_colgate_global_business_services_pvt_ltd.md,HEADING_MISSING | CHUNK_OVERFLOW,https://www.daiict.ac.in/news/6943,web
medium,False,events/academic_bank_of_credit_interactive_student_session.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/events/6834,web
medium,False,events/acm_india_winter_school_2024_at_da_iict.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/events/6578,web
medium,False,events/annual_conference_of_ismmacs_and_the_international_conference_on_differential_eq.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/events/6907,web
medium,False,events/artificial_intelligence_in_internet_of_things_aiot_concepts_architectures_and_ha.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/events/7078,web
medium,False,events/astronight_2025_a_captivating_journey_into_astrophotography.md,CRLF_ENCODING | HEADING_MISSING | CHUNK_OVERFLOW,https://www.daiict.ac.in/events/6622,web
medium,False,events/book_talk_by_dr_janaki_srinivasan_iiit_bangalore_about_her_recent_book_the_polit.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/events/6367,web
medium,False,events/caldam_2023.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/events/5390,web
medium,False,events/celebrating_25_years_dau_s_silver_jubilee_sports_day_event.md,HEADING_MISSING,https://www.daiict.ac.in/news/6932,web
medium,False,events/concours_2025_a_celebration_of_sports_and_spirit_at_dhirubhai_ambani_university.md,HEADING_MISSING | CHUNK_OVERFLOW,https://www.daiict.ac.in/news/6942,web
medium,False,events/conference_on_topics_in_complex_systems.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/events/6524,web
medium,False,events/convocations/convocation_18th.md,CRLF_ENCODING | HEADING_MISSING | CHUNK_OVERFLOW,https://www.daiict.ac.in/da-iict-18th-convocation,web
medium,False,events/convocations/convocation_19th.md,CRLF_ENCODING | HEADING_MISSING | CHUNK_OVERFLOW,https://www.daiict.ac.in/da-iict-19th-convocation,web
medium,False,events/convocations/convocation_20th.md,CRLF_ENCODING | HEADING_MISSING | CHUNK_OVERFLOW,https://www.daiict.ac.in/20th-convocation-dhirubhai-ambani-university,web
medium,False,events/convocations/da_iict_19th_convocation.md,CRLF_ENCODING | HEADING_MISSING | CHUNK_OVERFLOW,https://www.daiict.ac.in/events/6576,web
medium,False,events/da_iict_proudly_celebrated_the_78th_independence_day_with_a_flag_hoisting_ceremo.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/events/6508,web
medium,False,events/da_iict_public_lecture_series.md,CRLF_ENCODING | HEADING_MISSING | CHUNK_OVERFLOW,https://www.daiict.ac.in/events/6518,web
medium,False,events/daiict_campus_bird_count.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/events/6181,web
medium,False,events/dau_celebrated_international_day_of_yoga_2025.md,HEADING_MISSING,https://www.daiict.ac.in/news/6815,web
medium,False,events/dau_celebrates_national_sports_day_on_the_theme_ek_ghanta_khel_ke_maidaan_mein_under_fit_india_mission.md,HEADING_MISSING | CHUNK_OVERFLOW,https://www.daiict.ac.in/news/6863,web
medium,False,events/dau_commemorates_the_5_year_milestone_of_nep_2020_with_events_on_indian_knowledg.md,CRLF_ENCODING | HEADING_MISSING | CHUNK_OVERFLOW,https://www.daiict.ac.in/events/6838,web
medium,False,events/dau_drives_innovation_for_a_sustainable_future_with_hackout_25.md,HEADING_MISSING | CHUNK_OVERFLOW,https://www.daiict.ac.in/news/6895,web
medium,False,events/dau_organised_symposium_on_pedagogies_in_engineering_education.md,HEADING_MISSING | CHUNK_OVERFLOW,https://www.daiict.ac.in/news/6928,web
medium,False,events/dau_organises_defence_innovation_challenge_event_with_indian_air_force_veteran.md,HEADING_MISSING,https://www.daiict.ac.in/news/6888,web
medium,False,events/dau_organises_orientation_programme_for_its_postgraduate_and_phd_students.md,HEADING_MISSING | CHUNK_OVERFLOW,https://www.daiict.ac.in/news/6835,web
medium,False,events/dau_organises_orientation_programme_for_its_undergraduate_students.md,HEADING_MISSING | CHUNK_OVERFLOW,https://www.daiict.ac.in/news/6859,web
medium,False,events/dau_silver_jubilee_celebrations_and_alumni_reunion_2025.md,HEADING_MISSING | CHUNK_OVERFLOW,https://www.daiict.ac.in/news/6953,web
medium,False,events/dau_to_organise_the_8th_international_conference_on_complex_dynamical_systems_an.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/events/6864,web
medium,False,events/e_cell_iit_kharagpur_and_dcei_fuel_gujarat_s_startup_culture_with_entrepreneurship_awareness_drive_2025.md,HEADING_MISSING | CHUNK_OVERFLOW,https://www.daiict.ac.in/news/6906,web
medium,False,events/expert_talk_visual_data_analytics_for_wide_area_motion_imagery.md,CRLF_ENCODING | HEADING_MISSING | CHUNK_OVERFLOW,https://www.daiict.ac.in/events/6623,web
medium,False,events/formal_methods_update_meeting_2025.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/events/6827,web
medium,False,events/from_good_to_great_transforming_potential_into_leadership.md,HEADING_MISSING,https://www.daiict.ac.in/news/6990,web
medium,False,events/glimpses_of_students_participating_in_the_anti_ragging_week.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/events/6509,web
medium,False,events/high_end_workshop_on_ai_ml_algorithms_and_applications_in_vlsi_design_and_techno.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/events/5644,web
medium,False,events/high_end_workshop_on_image_processing_and_its_applications_using_vlsi_architectu.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/events/5636,web
medium,False,events/ieee_lecture_series_on_2d_materials_for_nanoelectronics.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/events/6583,web
medium,False,events/ieee_student_branch_dau_organises_the_indgenius_ai_summit_2025.md,HEADING_MISSING | CHUNK_OVERFLOW,https://www.daiict.ac.in/news/6893,web
medium,False,events/inauguration_of_the_smart_energy_learning_centre_selc_dau_campus.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/events/6727,web
medium,False,events/infrastructure_lecture_complex.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/lecture-complex,web
medium,False,events/infrastructure_sports_complex.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/sports-complex,web
medium,False,events/ncm_atm_schools_mathematics_for_data_science_02_14_january_2023.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/events/5183,web
medium,False,events/nep_2020_university_level_sensitization_and_awareness_programme.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/events/6982,web
medium,False,events/one_day_interactive_workshop_on_design_thinking_and_the_business_of_ai.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/events/6732,web
medium,False,events/one_day_symposium_on_complex_systems.md,CRLF_ENCODING | HEADING_MISSING | CHUNK_OVERFLOW,https://www.daiict.ac.in/events/6533,web
medium,False,events/one_day_workshop_on_exploring_differential_equations_through_matlab_applications.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/events/6562,web
medium,False,events/panel_discussion_on_bouncing_back_the_art_of_resilience_by_psychology_cell_dau.md,HEADING_MISSING,https://www.daiict.ac.in/news/6862,web
medium,False,events/people_alumini_events_at_dau.md,CRLF_ENCODING | HEADING_MISSING,https://www.daiict.ac.in/events,web
